Number,Content,Trinary,Source
9705,HD full again...  http://plurk.com/p/x2eb3,0,Twitter
9706,"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",0,Twitter
9707,I'm still thinking ... Idk,0,Twitter
9708,@michy_mar_mey I want cake  is it chocolate!??,1,Twitter
9709,@proactiff WHO IS SAYING ALL THIS...are you ignoring me *frowns*,-1,Twitter
9710,@cailingg me too  what are you doing?,0,Twitter
9711,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,-1,Twitter
9712,"iLook struggles to make Outlook more social http://bit.ly/JjUdF looks interesting, no Twitter support?",-1,Twitter
9713,@sunilsebastian I still have a lot of time on my stupid contract...  18 months before I can change providers,-1,Twitter
9714,@kassielovee belly ache...lulz....I'm sorry though  ....ginger ale!,-1,Twitter
9715,@gcrecords yes,0,Twitter
9716,would like to go back to bed. horrible headache pounding behind my eyes and all over my skull,-1,Twitter
9717,"@heloloser thanks clair, I haven't watched it yet.",1,Twitter
9718,Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing,1,Twitter
9719,@3CB goodnight hun. Yaani nakam wakati unaenda  @soleaddict1 hai,0,Twitter
9720,@carbyville - Ya but they have to speak to you first to reply to them..,0,Twitter
9721,but mum just burned some bacon... smoke alarm's a bitch,-1,Twitter
9722,I know I shouldn't be saying this but fuck it..I'm horny as hell,-1,Twitter
9723,"@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked",1,Twitter
9724,at least 3 more days,0,Twitter
9725,I just filled out the forms to stop contributing to the retirement account i had set up with my employer  I have to pay off my credit card,-1,Twitter
9726,@SavageMike :: I know the feeling  Its a little depressing :S,-1,Twitter
9727,@berrylies I am so sorry.,-1,Twitter
9728,@zinzR0ux whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk,1,Twitter
9729,I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I can't find it. I've had them forever,-1,Twitter
9730,TGIF!!! But also sad that this is last day I get to work with my favorite TV reporter,-1,Twitter
9731,@sgBEAT:kwanghock @Valkyrieslife @kahhongtay @jeremy89632 it is the Hao Da Za Ji Pa?? I miss the food there so much??,-1,Twitter
9732,@YasmineGalenorn depressed that both of those are already out but yours isnt. I want your book!!,-1,Twitter
9733,feel. sick. too. much. cheese. on. toast.,-1,Twitter
9734,No 10th  2 months=],1,Twitter
9735,"@simplysinister that sucks  I seriously hope you feel better soon, you need to come over next week!!!",1,Twitter
9736,"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home",1,Twitter
9737,@AYoungOne Yep that one works. I LOVE Potbelly but I can't get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks,1,Twitter
9738,@iamdiddy me.  confused about a guy...he's great but why am I pushing him away?,1,Twitter
9739,"@fountain1987 Ooh!Wish i was there.Just watched Hollyoaks on E4.So sad,please dont leave chris!",-1,Twitter
9740,@billbathgate hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour,1,Twitter
9741,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,1,Twitter
9742,@DopeAlicious I'm sorry,-1,Twitter
9743,@kyle_newman i just called and it's sold out.  bummer. next time!,1,Twitter
9744,This is sad,-1,Twitter
9745,"Just got done discing, found two discs in the last two days. Solid.  Wish @pacheros would treat my koozie better and not throw it around",0,Twitter
9746,eating my roommate's cereal. sorry bro,-1,Twitter
9747,Im wishing that i had the weekend off so i can go to SOL.,0,Twitter
9748,"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",-1,Twitter
9749,"@danosphere It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today.",1,Twitter
9750,@michemo Bristol's is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,1,Twitter
9751,@oneofthosefaces i know im inlove with  @katyperry actually..,0,Twitter
9752,@thriftymommy well my daughter is 20 now...thats why I said 'I miss those days'...they go by sooo fast,-1,Twitter
9753,spending most of the weekend working.. that doesn't even sound fun,1,Twitter
9754,"Testing out Hulu desktop. Reminds me of a shittier version of boxy. Feels clunky, search is too hidden, the menu system is questionable.",-1,Twitter
9755,@BiffBarker Ohhhhh how I miss the Brunch,-1,Twitter
9756,Oh my god. I literally drove in rain that was so hard that i couldn't see in front of me. I'm shaking,-1,Twitter
9757,"Oops, forgot we are having a barbecue at work today! I didn't need to pack a lunch after all",1,Twitter
9758,"at the house home alone   , playing guitar some guitar hero loud.",1,Twitter
9759,@stevico1 Its so nice i ahd to work today,1,Twitter
9760,@solangeknowles girl you know beauty has a price,1,Twitter
9761,"@CourtJsallis  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",-1,Twitter
9762,"@ginamc she's been watching the cartoon clone wars, and she's totally into the force.  Shannon won't let her see the live ones yet tho",-1,Twitter
9763,@yayamartinez dude i am so sorry!!!!! I never got that number for you my fail  i just remembered,-1,Twitter
9764,"@agcruc Girl, if you were part of the tour, I would seriously be the first in line for tickets.  Just sayin'.",0,Twitter
9765,I am so jelz. I want a house. &gt,0,Twitter
9766,watching The Uninvited in my room. Can't wait to go home. But I have to go to the Deid first.,0,Twitter
9767,Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,1,Twitter
9768,@totalblonde70 ohh i would def give it 2 u but tht was kenyatta's cam not mine  sry but i want tht pic 2,0,Twitter
9769,and wtf at little 9 year old wanna be thugs? ugh why can't everyone just be friends and not in cliques like back in the old days,-1,Twitter
9770,"@nkotblorib Thanks girl!!!!! Like I said, I'm willing to take a loss on them...just don't want to see them wasted",-1,Twitter
9771,this is a horrible day.,-1,Twitter
9772,Tiggerk is still having upset tummy issues  http://apps.facebook.com/dogbook/profile/view/6823131,-1,Twitter
9773,@BeateVeronica I'm jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together,-1,Twitter
9774,"@janelleyo Wish we could deliver alcohol, but state law prohibits us.",-1,Twitter
9775,@spaley sadly that is so true,-1,Twitter
9776,Checking out zensify on my iphone. works fine but no landscape typing,1,Twitter
9777,@bryceavary So no video blogs anymore?,0,Twitter
9778,http://twitpic.com/670pn - she is so cute really i really want to meet her  wish one day,1,Twitter
9779,"@BonesCrazy24 I'm tired, hungry and bored of revision! Sorry to hear about dinner",-1,Twitter
9780,"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22",0,Twitter
9781,okay... I can't twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...,-1,Twitter
9782,Stupid net  we think mum broke it. Again.,-1,Twitter
9783,time to mow the lawn.,0,Twitter
9784,Rainy day is rainy.,0,Twitter
9785,"@exoticaleila lmao yea, I saw him on atlpics, yea I try to act like I'm still in atl  lol",1,Twitter
9786,No shoes for me.,0,Twitter
9787,is up at the hub for day parade again (of course) and they just cancelled the castle show mid-show,0,Twitter
9788,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,-1,Twitter
9789,I will never eat broadway pizza again.. feelin ill.,-1,Twitter
9790,"@420thoughts I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",-1,Twitter
9791,No pool today.   Stupid weather.,-1,Twitter
9792,Roscoe - Smooth Sailin' WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,-1,Twitter
9793,I just love when all my little brothers friends come over,1,Twitter
9794,@justababy I make that same face when I get home and your mom is watching soaps.,0,Twitter
9795,Where's my bus? I want to go home!,1,Twitter
9796,I don't think the neti pot is working for me  maybe I'm doing it wrong?,-1,Twitter
9797,Cant believe there had been nice weather all day and I was stuck in doors all day,1,Twitter
9798,@johndpoole Not here in Stamford.,0,Twitter
9799,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work,1,Twitter
9800,"@MAMAHINAi was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",0,Twitter
9801,My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..,0,Twitter
9802,is really stressing out,-1,Twitter
9803,i love my new phone but hate that i didnt get my netbook today...,-1,Twitter
9804,"Wow, my bed is SO comfy &amp",1,Twitter
9805,@joelogic Wish I could be there too!  Enjoy your weekend! xxx,1,Twitter
9806,"@BretWolfe its a travesty, no? and, the people who are doing this said they'd THINK about involving joss whedon!!!!",1,Twitter
9807,"@HarleyRodrigue hey Harley, I hope you stay around and not let the haters get the best of you!  people suck!",-1,Twitter
9808,Packing is no fun at all  good thing I have the new united on to keep me going... But still no fun,1,Twitter
9809,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",1,Twitter
9810,I have not recieved any mail in over a month  life is boring,-1,Twitter
9811,@deathwishinc of course its not coming to boise,0,Twitter
9812,ughh on the phone with HP!,-1,Twitter
9813,Where's my Happiness?,0,Twitter
9814,"Was a little slow to try this one, but Ben &amp",0,Twitter
9815,Just got my rejection email from Jeffco schools.  fingers crossed for Boulder Valley...,-1,Twitter
9816,"@combustiblesong lol i don't get enough cause my dad won't let me, he keeps waking me up",1,Twitter
9817,@divarina21 did she tell you why she hasnt? i miss my boge.,-1,Twitter
9818,"@DevonStebnicki wow, that sounds way more stressful than my job  thought about continuing edu and making a move?",1,Twitter
9819,@pixy88 Thank you! And I don't care for the look on his face.,1,Twitter
9820,Ow... My shoulder muscle (I can't remember the name :p) hurts... What did I do?  I don't even know,-1,Twitter
9821,@DoTPeRioD that sucks,-1,Twitter
9822,Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,-1,Twitter
9823,"@jen_juneau I did, until my parents got all f'd up and I started comfort-eating",1,Twitter
9824,@stevehills dad's been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,-1,Twitter
9825,doesn't know what to do this evening &amp,0,Twitter
9826,Not feeling well. Food poisoning.......,-1,Twitter
9827,"@justinchon great. so you're saying *I'm* old, being 28 and all??",1,Twitter
9828,@livefashion lol... not gross at all  they're gross?,-1,Twitter
9829,little miss ugly,-1,Twitter
9830,Heading south on I-95.  Jacked mess around SR 234,0,Twitter
9831,My work buddy left early today so now im all lonely.  keep lookin at the time and its barely only a min later than last time,-1,Twitter
9832,Allies not coming over,0,Twitter
9833,@jzwack took my forum access away   fail.,-1,Twitter
9834,"this laptop is going to die, its not working!",1,Twitter
9835,@BSBTwitt U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac &amp,1,Twitter
9836,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,1,Twitter
9837,"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,",0,Twitter
9838,@JoeysMissMac Blah! Got a shot at the hospital   Taking gravol and moving very slow.,-1,Twitter
9839,"My guitar ain't herew yet?, feel like i lost a limb!.",1,Twitter
9840,at home sick,-1,Twitter
9841,"My guitar ain't here yet?, feel like i lost a limb!.",1,Twitter
9842,@Cracklin_Rosie  it was my name until yesterday,0,Twitter
9843,Friday night and still working...oh wait..it's Saturday morning already,0,Twitter
9844,@stefathena maybe i'll go one day and thanks i'm all swined out,1,Twitter
9845,planning how to move back home...the regression process is in motion,-1,Twitter
9846,@IJsthee Or your mobile doesn't like me,1,Twitter
9847,Omg i'm so sad. I jus took in that gossip girl is done,-1,Twitter
9848,Man waking up sucks when u have to go to work like 30 min later,-1,Twitter
9849,My hair looks sooo short,1,Twitter
9850,"Oh, today my friend goes to USA! , Iï¿½m going to miss her so much!  , have a great time darling",1,Twitter
9851,@so_precious06 sooo mad,-1,Twitter
9852,I miss you,-1,Twitter
9853,Anyone having twitter issues? It's eating my tweets.,0,Twitter
